;CID;LAC;RNC;LAT;LON;POS-RAT;DESC;SYS;LABEL;AZI;HEIGHT;BW
26001;00000;21405;0;49.800833;19.016944;-1; Bielsko-Biała, ul. Karpacka 146 - kościół katolicki [SLK:BT20373:L1800];4;00000;-1;-1;-1
26001;00000;21405;0;49.826667;18.972500;-1; Bielsko-Biała, ul. Międzyrzecka 230 - maszt Plusa [SLK:BT24598:L1800];4;00000;-1;-1;-1
26001;00000;21025;0;50.400556;18.544167;-1; Bycina, maszt Plusa [SLK:BT24494:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.320833;18.944722;-1; Bytom, ul. Chorzowska 86 - pylon reklamowy Tesco [SLK:BT24768:L1800];4;00000;-1;-1;-1
26001;00000;21021;0;50.347500;18.922500;-1; Bytom, ul. Ks. Karola Koziołka 3 - kościół [SLK:BT24830:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.305556;18.974444;-1; Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.305556;18.974444;-1; Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.295556;18.952500;-1; Chorzów, ul. Powstańców 13 - Kościół ewangelicko-augsburski [SLK:BT22619:L1800];4;00000;-1;-1;-1
26001;00000;21405;0;50.004722;18.977500;-1; Jankowice, ul. Borowikowa - maszt Plusa [SLK:BT24305:L1800];4;00000;-1;-1;-1
26001;00000;21002;0;50.548611;18.952500;-1; Kalety, Miotek - maszt Plusa [SLK:BT24422:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.259167;19.022222;-1; Katowice, Rynek 12 - D.H. Zenit [SLK:BT20859:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.258333;19.045278;-1; Katowice, ul. 1. Maja 52 - kościół [SLK:BT20746:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.295556;19.005556;-1; Siemianowice Śląskie, ul. Wróblewskiego 75 - wieża Emitel - SLR Bytków [SLK:BT22025:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.223333;19.076111;-1; Katowice, ul. Kosmiczna 60 - KWK Wieczorek Szyb Rozdzień [SLK:BT24394:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.212222;18.970833;-1; Katowice, ul. Kościuszki 289 - maszt na budynku PSP [SLK:BT22016:L1800];4;00000;-1;-1;-1
26001;00000;21405;0;50.005833;18.867222;-1; Kobielice, ul. Rolna 4 - maszt Plusa [SLK:BT22144:L1800];4;00000;-1;-1;-1
26001;00000;21017;0;50.637222;18.840556;-1; Koszęcin, ul. Powstańców Śląskich 15 - kościół [SLK:BT22490:L1800];4;00000;-1;-1;-1
26001;00000;21017;0;50.970556;18.725000;-1; Krzepice, ul. Kazimierza Wielkiego 1 - wieża kościoła [SLK:BT20106:L1800];4;00000;-1;-1;-1
26001;00000;21811;0;50.615556;19.257222;-1; Lgota Nadwarcie, Lgota Górna 56 - maszt [SLK:BT22585:L1800];4;00000;-1;-1;-1
26001;00000;21042;0;50.040000;18.307500;-1; Lubomia, ul. Pogrzebieńska 2 - wieża kościoła [SLK:BT24220:L900];4;00000;-1;-1;-1
26001;00000;21405;0;50.164167;18.856111;-1; Mikołów, ul. Fitelberga - maszt P4 [SLK:BT26965:L1800];4;00000;-1;-1;-1
26001;00000;21002;0;50.197778;19.148611;-1; Mysłowice, ul. Fabryczna 7 - wieża telekomunikacyjna [SLK:BT24149:L1800];4;00000;-1;-1;-1
26001;00000;21042;0;50.098333;18.713889;-1; Palowice, ul. Wiejska - maszt Plusa [SLK:BT24558:L1800];4;00000;-1;-1;-1
26001;00000;21405;0;49.977500;18.957222;-1; Pszczyna, ul. Górnośląska 11 - komin - teren Patentus [SLK:BT20571:L1800];4;00000;-1;-1;-1
26001;00000;21405;0;50.002778;18.937778;-1; Pszczyna, ul. Myśliwska 9 - maszt Plusa [SLK:BT24577:L1800];4;00000;-1;-1;-1
26001;00000;21042;0;49.988611;18.352500;-1; Rogów, ul. Raciborska 40 - wieża kościoła [SLK:BT24365:L900];4;00000;-1;-1;-1
26001;00000;21025;0;50.319444;18.856389;-1; Ruda Śląska, ul. Piastowska 16 - wieża kościoła p.w. Św. Jacka [SLK:BT20635:L1800];4;00000;-1;-1;-1
26001;00000;21025;0;50.286389;18.876111;-1; Ruda Śląska, ul. Niedurnego 38c - budynek mieszkalno-usługowy [SLK:BT20765:L1800];4;00000;-1;-1;-1
26001;00000;21002;0;50.380000;19.143056;-1; Sarnów, ul. Spacerowa - maszt Plusa [SLK:BT24153:L1800];4;00000;-1;-1;-1
26001;00000;21811;0;50.737500;19.582222;-1; Skrajniwa, maszt Plusa na wzniesieniu [SLK:BT24122:L900];4;00000;-1;-1;-1
26001;00000;21002;0;50.295278;19.247222;-1; Sosnowiec, ul. Armii Krajowej 77 - kościół [SLK:BT22715:L1800];4;00000;-1;-1;-1
26001;00000;21002;0;50.296667;19.167500;-1; Sosnowiec, ul. St. Jędryczki - słup energetyczny [SLK:BT22531:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.290833;18.918056;-1; Świętochłowice, ul. Kubiny 10 - wieża kościoła [SLK:BT24971:L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.290833;18.918056;-1; Świętochłowice, ul. Kubiny 10 - wieża kościoła [SLK:BT24971:L1800];4;00000;-1;-1;-1
26001;00000;21021;0;50.444444;18.855833;-1; Tarnowskie Góry, Rynek 11 - wieża kościoła [SLK:BT22645:L1800];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L1800];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L1800];4;00000;-1;-1;-1
26001;00000;21018;0;49.721944;18.793333;-1; Ustroń, ul. Cieszyńska 49 - maszt własny przy SKP [SLK:BT20623:L2600];4;00000;-1;-1;-1
26001;00000;21042;0;49.988889;18.711944;-1; Warszowice, ul. Cieszyńska 2 - maszt Plusa [SLK:BT24600:L1800];4;00000;-1;-1;-1
26001;00000;21018;0;49.648056;18.849722;-1; Wisła, os. Skolnity 10 - maszt Plusa na wzgórzu nad miastem [SLK:BT22118:L1800];4;00000;-1;-1;-1
26001;00000;21025;0;50.295278;18.767778;-1; Zabrze, ul. Roosevelta 81 - stadion Górnik Zabrze SSA [SLK:BT20576:L1800];4;00000;-1;-1;-1
26001;00000;21017;0;51.015833;18.947222;-1; Zawady, Zawady 14a - maszt własny [SLK:BT24613:L1800];4;00000;-1;-1;-1
26001;00000;21042;0;50.033333;18.688056;-1; Żory, ul. Boryńska 45 - kościół św. Stanisława [SLK:BT24559:L1800];4;00000;-1;-1;-1
26001;00000;21018;0;49.683056;19.178611;-1; Żywiec, ul. Kabaty 4 - komin ciepłowni [SLK:BT22128:L1800];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L900];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L900];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L900];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L1800];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L1800];4;00000;-1;-1;-1
26001;00000;00000;0;0.000000;0.000000;-1; ,  [SLK::L1800];4;00000;-1;-1;-1
26001;00000;21001;0;50.260278;19.045556;-1; Katowice, ul. Bogucicka 5 - dach budynku Uniwersytetu Ekonomicznego [SLK:BT26134:L1800];4;00000;-1;-1;-1
26001;00001;21017;0;50.732222;18.924722;-1; Aleksandria Druga, ul. Miodowa - maszt Plusa [SLK:BT24410:L900];4;00001;-1;-1;-1
26001;00001;21002;0;50.317500;19.131389;-1; Będzin, ul. 11 Listopada 11 - maszt na budynku mieszkalnym [SLK:BT26012:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.320833;19.115278;-1; Będzin, ul. 9 Maja 7a - blok (12 p.) [SLK:BT20657:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.354167;19.088056;-1; Będzin, ul. Barlickiego - komin starej cegielni [SLK:BT24374:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.333889;19.120000;-1; Będzin, ul. Bursztynowa 2b - warsztat samochodowy Drek-Pol sp. z o.o. [SLK:BT22647:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.323056;19.133611;-1; Będzin, ul. Małachowskiego 7 [SLK:BT22587:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.304444;19.138333;-1; Będzin, ul. Małobądzka 141 - komin elektrociepłowni Będzin [SLK:BT22032:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.345278;19.088889;-1; Będzin, ul. Nowotki 28 - remiza OSP Grodziec [SLK:BT20675:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.320556;19.141667;-1; Będzin, ul. Promyka 32 [SLK:BT24960:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.330556;19.157222;-1; Będzin, ul. Siemońska 25 - maszt Plusa przy torach kolejowych [SLK:BT22889:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.328611;19.161111;-1; Będzin, ul. Siemońska 4 - dach bloku mieszkalnego [SLK:BT20852:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.839444;19.000556;-1; Bielsko-Biała, al. gen. Andersa 545 - pylon reklamowy Makro [SLK:BT22390:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.817222;19.045000;-1; Bielsko-Biała, ul. 1 Maja 26 - dach budynku przemysłowego [SLK:BT22959:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.823056;19.050833;-1; Bielsko-Biała, ul. 11 Listopada 34 - kamienica (elewacja) [SLK:BT22702:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.811111;19.005833;-1; Bielsko-Biała, ul. Cieszyńska 259 - maszt Plusa [SLK:BT24227:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.817500;19.031944;-1; Bielsko-Biała, ul. Cieszyńska 79 - dach budynku TP S.A. [SLK:BT20638:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.844444;19.043056;-1; Bielsko-Biała, ul. Grażyńskiego 141 - Fiat-GM Powertrain - dach budynku [SLK:BT20640:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.800833;19.016944;-1; Bielsko-Biała, ul. Karpacka 146 - kościół katolicki [SLK:BT20373:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.858056;19.043611;-1; Bielsko-Biała, ul. Komorowicka 285 - maszt na budynku obok stacji paliw [SLK:BT20020:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.826389;19.094722;-1; Bielsko-Biała, ul. Krakowska - wieża PTK Centertel [SLK:BT20644:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.821389;19.062778;-1; Bielsko-Biała, ul. Krakowska 23 - dach bloku mieszkalnego [SLK:BT22661:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.820000;19.087778;-1; Bielsko-Biała, ul. ks. Brzóski 3 - kościół [SLK:BT24433:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.806389;19.082500;-1; Bielsko-Biała, ul. Langiewicza - maszt Plusa - teren firmy AQUA [SLK:BT22126:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.803333;19.050278;-1; Bielsko-Biała, ul. Leszczyńska 20 - C.H. Gemini Park [SLK:BT20573:L900];4;00001;-1;-1;-1
26001;00001;21405;0;49.800278;19.055000;-1; Bielsko-Biała, ul. Leszczyńska 63 [SLK:BT20303:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.814722;19.037500;-1; Bielsko-Biała, ul. Michałowicza 12 - budynek handlowo-usługowy [SLK:BT22663:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.826667;18.972500;-1; Bielsko-Biała, ul. Międzyrzecka 230 - maszt Plusa [SLK:BT24598:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.785000;19.031944;-1; Bielsko-Biała, ul. Młodzieżowa 21 - dach Beskidzkiego Centrum Medycznego [SLK:BT24431:L1800];4;00001;-1;-1;-1
26001;00001;21081;0;49.825833;19.047778;-1; Bielsko-Biała, ul. Mostowa 5 - Galeria Sfera I [SLK:BT24098:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.809444;19.030000;-1; Bielsko-Biała, ul. Oświęcimska 22 - maszt Plusa [SLK:BT22123:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.804444;19.043889;-1; Bielsko-Biała, ul. Partyzantów 63 - maszt na dachu magazynu Agata Meble [SLK:BT20486:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.826111;19.031389;-1; Bielsko-Biała, ul. Piastowska 40 - dach Starostwa Powiatowego [SLK:BT24031:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.821944;19.018611;-1; Bielsko-Biała, ul. Piastów Śląskich 10a - dach budynku poprzemysłowego [SLK:BT22664:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.833889;19.058611;-1; Bielsko-Biała, ul. Piekarska 20 - dach budynku dawnej piekarni [SLK:BT22125:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.837222;19.035556;-1; Bielsko-Biała, ul. Sarni Stok 27F - maszt na dachu hurtowni EDPOL [SLK:BT24996:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.805833;18.987778;-1; Bielsko-Biała, ul. Wapienicka 6 - maszt Plusa [SLK:BT22665:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.849722;19.091111;-1; Bielsko-Biała, ul. Wyzwolenia 336 - kościół [SLK:BT22853:L1800];4;00001;-1;-1;-1
26001;00001;21081;0;49.821389;19.043889;-1; Bielsko-Biała, ul. Wzgórze 5 - dach budynku Społem [SLK:BT22124:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;50.081944;19.162778;-1; Bieruń, ul. Granitowa 16 - elewacja wieży wyciągowej [SLK:BT24018:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;50.084722;19.095000;-1; Bieruń, ul. Klasztorna - wieża wodna [SLK:BT22537:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;50.074722;19.082778;-1; Bieruń, ul. Nobla 1 - komin ZTS Nitron-Erg [SLK:BT20622:L1800];4;00001;-1;-1;-1
26001;00001;21811;0;50.475000;19.642778;-1; Biskupice (Pilica), maszt T-Mobile [SLK:BT24004:L900];4;00001;-1;-1;-1
26001;00001;21017;0;50.770278;18.959444;-1; Blachownia, ul. Dworcowa - maszt Plusa [SLK:BT22256:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;50.058333;19.076944;-1; Bojszowy, ul. Pancerniaków 83 - maszt Plusa [SLK:BT24022:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.727222;18.927778;-1; Brenna, maszt Emitel TSR [SLK:BT22432:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.585556;18.810556;-1; Brusiek, maszt Plusa [SLK:BT22752:L900];4;00001;-1;-1;-1
26001;00001;21021;0;50.510556;18.728889;-1; Brynek, ul. Pyskowicka - maszt Plusa [SLK:BT22209:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.732778;19.066944;-1; Buczkowice, ul. Bielska 1191 - maszt T-Mobile [SLK:BT20961:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.841111;19.183611;-1; Bujaków, ul. Zdrojowa - maszt Plusa [SLK:BT22199:L1800];4;00001;-1;-1;-1
26001;00001;21025;0;50.400556;18.544167;-1; Bycina, maszt Plusa [SLK:BT24494:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.764444;19.067222;-1; Bystra, ul. Fałata 2 - dach budynku Specjalistycznego Zespołu Chorób Płuc i Gruźlicy [SLK:BT22127:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.352778;18.926667;-1; Bytom, pl. Akademicki 17 - budynek Śląskiej Akademii Medycznej [SLK:BT24398:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.345556;18.924722;-1; Bytom, pl. Klasztorny 5 - kościół Św. Wojciecha [SLK:BT24826:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.347500;18.908056;-1; Bytom, ul. Batorego 15 - szpital [SLK:BT22671:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.355833;18.923889;-1; Bytom, ul. Chełmońskiego 18 - wieża kościoła [SLK:BT20870:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.339444;18.935000;-1; Bytom, ul. Chorzowska 21 - kościół [SLK:BT22897:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.320833;18.944722;-1; Bytom, ul. Chorzowska 86 - pylon reklamowy Tesco [SLK:BT24768:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.325556;18.931389;-1; Bytom, ul. Cyryla i Metodego 38 - przychodnia [SLK:BT22721:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.348333;18.845000;-1; Bytom, ul. Energetyki 11 - maszt Plusa ne terenie EC Miechowice [SLK:BT22833:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.367500;18.845000;-1; Bytom, ul. Felińskiego 26-30 - blok [SLK:BT20846:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.348611;18.931944;-1; Bytom, ul. Floriańska 2-4 - budynek mieszkalny [SLK:BT24829:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.361389;18.849444;-1; Bytom, ul. Frenzla - maszt Plusa na terenie kopalni Miechowice - szyb północny [SLK:BT22009:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.398889;18.813611;-1; Bytom, ul. Gombrowicza - wieża ciśnień [SLK:BT22934:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.342500;18.875556;-1; Bytom, ul. Konstytucji 61 - betonowy komin zakłady Petralana [SLK:BT22906:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.347500;18.922500;-1; Bytom, ul. Ks. Karola Koziołka 3 - kościół [SLK:BT24830:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.355000;18.912500;-1; Bytom, ul. Legionów 10 - szpital [SLK:BT22928:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.397500;18.864722;-1; Bytom, ul. Łokietka 17 - tymczasowy maszt Plusa [SLK:BT22933:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.345278;18.916944;-1; Bytom, ul. Moniuszki 9 - kamienica [SLK:BT24238:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.349444;18.922500;-1; Bytom, ul. Piłsudskiego 57 / Chrobrego - maszt na budynku [SLK:BT24239:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.356111;18.873056;-1; Bytom, ul. Racławicka 16-18 - budynek mieszkalny [SLK:BT22930:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.346111;18.893611;-1; Bytom, ul. Składowa 33 - maszt Plusa koło lodowiska Polonia Bytom [SLK:BT22929:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.382500;18.879167;-1; Bytom, ul. Strzelców Bytomskich 165 - komin kopalni Powstańców Śląskich [SLK:BT24246:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.324167;18.926667;-1; Bytom, ul. Świętochłowicka 5 - maszt na budynku biurowym [SLK:BT20631:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.350556;18.893333;-1; Bytom, ul. Wrocławska 94 - budynek koło US Bytom [SLK:BT20860:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.337222;18.888611;-1; Bytom, ul. Zabrzańska 93 - dach internatu [SLK:BT22632:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;50.119444;19.186944;-1; Chełm Śląski, ul. Techników 16 - dach bloku mieszkalnego [SLK:BT24006:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.281111;18.940833;-1; Chorzów, ul. Armii Krajowej 37 - budynek [SLK:BT22945:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.305556;18.974444;-1; Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.305556;18.974444;-1; Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.266667;18.936667;-1; Chorzów, ul. Czempiela 2 - blok [SLK:BT22014:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.281389;18.960833;-1; Chorzów, ul. Gałeczki 59 [SLK:BT24699:L1800];4;00001;-1;-1;-1
26001;00001;21021;0;50.320833;18.978056;-1; Chorzów, ul. Główna / Maciejkowicka - strunobetonowy maszt T-Mobile [SLK:BT20270:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.283056;18.952500;-1; Chorzów, ul. Hajducka 82 - dach budynku (3 p.) [SLK:BT26075:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.286944;18.976111;-1; Chorzów, ul. Katowicka 10 - strunobetonowy maszt T-Mobile [SLK:BT20461:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.305556;18.951111;-1; Chorzów, ul. Katowicka 104 - biurowiec Konstal [SLK:BT22023:L2600];4;00001;-1;-1;-1
26001;00001;21001;0;50.291389;18.960278;-1; Chorzów, ul. Katowicka 47 - Silesia Office Center [SLK:BT20427:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.273056;18.935278;-1; Chorzów, ul. Kochanowskiego 15-17 - blok mieszkalny [SLK:BT24701:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.296389;18.956667;-1; Chorzów, ul. Konopnickiej 1 - dach Teatru Rozrywki [SLK:BT20386:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.267222;18.955278;-1; Chorzów, ul. Maronia 44 - biurowiec ELKOP [SLK:BT20732:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.308333;18.945000;-1; Chorzów, ul. Pawła Dombka 11 [SLK:BT24696:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.274722;18.949444;-1; Chorzów, ul. Piekarska 1/3 - maszt T-Mobile [SLK:BT20273:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.295556;18.952500;-1; Chorzów, ul. Powstańców 13 - Kościół ewangelicko-augsburski [SLK:BT22619:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.306667;18.933889;-1; Chorzów, ul. Składowa 30 - maszt P4 na terenie serwisu VOLVO [SLK:BT20426:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.289444;18.942222;-1; Chorzów, ul. Wolności 110/112 [SLK:BT24258:L1800];4;00001;-1;-1;-1
26001;00001;21001;0;50.296111;18.935278;-1; Chorzów, ul. Żołnierzy Września 9 - dach bloku mieszkalnego 10p. [SLK:BT24697:L1800];4;00001;-1;-1;-1
26001;00001;21025;0;50.213611;18.776667;-1; Chudów, ul. Szkolna 72 - wieża kościoła NMP Królowej Aniołów [SLK:BT24096:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.892500;18.815278;-1; Chybie, ul. Cieszyńska 6 - maszt Plusa na terenie cukrowni [SLK:BT24128:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.742778;18.641389;-1; Cieszyn, ul. Bielska 4 - komin ciepłowni Szpitala Śląskiego [SLK:BT22415:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.758889;18.630833;-1; Cieszyn, ul. Bucewicza 18 - Hotel Gambit [SLK:BT24873:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.752778;18.655556;-1; Cieszyn, ul. Stawowa 71 - dach wieżowca Elektrometal S.A. [SLK:BT24225:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.575278;19.074444;-1; Cisiec, Mała Barania Góra - maszt Plusa [SLK:BT22940:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.715556;18.753889;-1; Cisownica, Cisownica 32 - kościół [SLK:BT22760:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.965278;19.166667;-1; Cykarzew Północny, ul. Rumiankowa 14 - maszt Plusa [SLK:BT22927:L1800];4;00001;-1;-1;-1
26001;00001;21018;0;49.848056;19.239167;-1; Czaniec, ul. kard. Karola Wojtyły - maszt Plusa [SLK:BT24306:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.873056;19.029167;-1; Czechowice-Dziedzice, ul. Legionow 243a - komin EC (wyższy) [SLK:BT22121:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.913611;18.997500;-1; Czechowice-Dziedzice, ul. Legionów 59 - dach budynku przemysłowego [SLK:BT20444:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.897500;19.016944;-1; Czechowice-Dziedzice, ul. Łukowa 39 - hotel Gościniec [SLK:BT24144:L1800];4;00001;-1;-1;-1
26001;00001;21405;0;49.917500;19.003889;-1; Czechowice-Dziedzice, ul. Narutowicza 38 - strunobetonowy maszt Plusa [SLK:BT20443:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.321667;19.103333;-1; Czeladź, ul. Będzińska 80 - maszt reklamowy obok hipermarketu M1 [SLK:BT22030:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.302222;19.096667;-1; Czeladź, ul. Nowopogońska 227 - Piaski - budynek firmy PEG (dawna kopalnia Saturn) [SLK:BT22686:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.308611;19.083056;-1; Czeladź, ul. Nowopogońska 98 - dach budynku przemysłowego [SLK:BT24969:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.300278;19.074722;-1; Czeladź, ul. Saturnowska 5 - maszt Plusa [SLK:BT24375:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.316667;19.067500;-1; Czeladź, ul. Sportowa 2 - hala sportowa [SLK:BT22383:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.318333;19.062222;-1; Czeladź, ul. Staszica [SLK:BT20729:L1800];4;00001;-1;-1;-1
26001;00001;21002;0;50.326111;19.076111;-1; Czeladź, ul. Szpitalna 40 - Szpital Miejski [SLK:BT20853:L1800];4;00001;-1;-1;-1
26001;00001;21025;0;50.158611;18.668889;-1; Czerwionka-Leszczyny, ul. 3 Maja 44 - Koksownia Dębieńsko - komin [SLK:BT20887:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.813333;19.118611;-1; Częstochowa, al. Kościuszki 6 [SLK:BT24939:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.770000;19.163333;-1; Częstochowa, al. Wojska Polskiego 82 - maszt Plusa (pd) [SLK:BT22654:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.796389;19.119722;-1; Częstochowa, ul. 1 Maja 19 - komin Wełnopolu [SLK:BT22708:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.821389;19.118056;-1; Częstochowa, ul. Armii Krajowej 17 [SLK:BT24944:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.830278;19.094167;-1; Częstochowa, ul. Bialska 101/118 - maszt PTK Centertel [SLK:BT26150:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.815278;19.112778;-1; Częstochowa, ul. Dąbrowskiego 18 - budynek mieszkalny [SLK:BT22491:L1800];4;00001;-1;-1;-1
26001;00001;21017;0;50.826389;19.118056;-1; Częstochowa, ul. Dekabrystów 41 [SLK:BT22150:L1800];4;00001;-1;-1;-1
